""	Estimate	Std..Error	t.value	Pr...t..
f.53.0.0_2007.05	0.0316360151574583	0.0104947425737992	3.01446318811475	0.00257452101553488
f.53.0.0_2007.06	0.0128710377032372	0.0104153498661633	1.23577583745426	0.21654269313055
f.53.0.0_2007.07	0.0177484301289445	0.0102308582981409	1.73479385714586	0.0827781677041564
f.53.0.0_2007.08	0.0158167683869275	0.0100437223025994	1.57479148769714	0.115305447487242
f.53.0.0_2007.09	0.021094833380692	0.0100594372726683	2.09701922770642	0.0359925586522804
f.53.0.0_2007.10	0.0190071204814507	0.00991794205513364	1.91643794406042	0.0553101540195089
f.53.0.0_2007.11	0.0182933575102711	0.00979489300181499	1.86764240373849	0.0618127314874405
f.53.0.0_2007.12	0.0177276349054617	0.00975630965402766	1.81704307613313	0.069211336430273
f.53.0.0_2008.01	0.0136576954093892	0.00965378946135519	1.41474966530624	0.157142758879515
f.53.0.0_2008.02	0.0145710590372947	0.00958818586037946	1.51968883889762	0.128590063092209
f.53.0.0_2008.03	0.013267389882144	0.00959614486287662	1.38257498940745	0.166796067082736
f.53.0.0_2008.04	0.0124294232920325	0.00953602941510285	1.30341704612899	0.192433241127367
f.53.0.0_2008.05	0.0101322298385353	0.00954165047118492	1.06189488591454	0.288284108704253
f.53.0.0_2008.06	0.00937047841270185	0.00955046914539186	0.981153728686003	0.32651758772684
f.53.0.0_2008.07	0.00404541800164918	0.00951215793793392	0.425289196000026	0.670626118920522
f.53.0.0_2008.08	0.00894825243409327	0.00950143230857447	0.941779317421228	0.346306258811107
f.53.0.0_2008.09	0.00936148440890202	0.00949556010363339	0.985880169967007	0.324192571537441
f.53.0.0_2008.10	0.00888890393615143	0.00947838470458813	0.937807887439792	0.348343766685642
f.53.0.0_2008.11	0.00859567298840095	0.00948156631344284	0.906566774332857	0.364636536341542
f.53.0.0_2008.12	0.0102781736345184	0.00954755400796805	1.07652427270278	0.281693561981447
f.53.0.0_2009.01	0.00634673911607582	0.0095106638282522	0.667328719707485	0.504562606750902
f.53.0.0_2009.02	0.00793247834993738	0.00948265951252123	0.83652464158004	0.402860367014502
f.53.0.0_2009.03	0.00404898758816827	0.00945103243642735	0.428417489348799	0.66834744624164
f.53.0.0_2009.04	0.00250273169634945	0.0094867909163891	0.263812254154965	0.791924740284312
f.53.0.0_2009.05	0.00430209632350128	0.00946328097910469	0.454609382623266	0.649390553478101
f.53.0.0_2009.06	0.00134221146051058	0.00943432570730142	0.142268933907149	0.886867662464786
f.53.0.0_2009.07	0.0032200007563961	0.00942570512149281	0.341619084714813	0.732637769287139
f.53.0.0_2009.08	0.00462032998884976	0.00941155877184334	0.490920802903814	0.623482757751482
f.53.0.0_2009.09	0.00455468615267528	0.0094165442446314	0.483689773482668	0.628606341790009
f.53.0.0_2009.10	0.00276697339754535	0.009365732974383	0.295435862319963	0.767661108891286
f.53.0.0_2009.11	0.00710187479293755	0.00936499482345296	0.758342628780976	0.448246382677915
f.53.0.0_2009.12	0.00873330264438349	0.00953726060303289	0.915703471666304	0.359823047846089
f.53.0.0_2010.01	0.00485940990787279	0.00945400871021696	0.514005228556773	0.607248645896456
f.53.0.0_2010.02	0.0108342618583522	0.00943605568945417	1.14817697297619	0.250896264773383
f.53.0.0_2010.03	0.00232810115934414	0.00926774827965308	0.251204617248332	0.801656056184285
f.53.0.0_2010.04	0.00258460648006292	0.00928415216746966	0.278389069183831	0.780713867025234
f.53.0.0_2010.05	0.00233507193450939	0.00925646652403173	0.252263855591877	0.800837265761004
f.53.0.0_2010.06	-0.00178040237677663	0.00927349931507223	-0.19198819305275	0.847751560631249
f.53.0.0_2010.07	-0.00320586898919148	0.00962670784292045	-0.333018207418551	0.739120730346953
f.54.0.0_11001	-0.0115097900791847	0.00576216212674435	-1.99747765266158	0.0457740596670296
f.54.0.0_11002	-0.00686709514408691	0.00587410306375816	-1.169045736779	0.2423859670904
f.54.0.0_11003	-0.00662415377226002	0.00521915466965048	-1.26920051072248	0.204370367221094
f.54.0.0_11004	0.000849042953889248	0.00544376308070368	0.155966183925017	0.876059762438452
f.54.0.0_11005	-0.00213356113218581	0.00532044716508765	-0.401011619133457	0.688411803834796
f.54.0.0_11006	-0.00478127314487782	0.0052266161191939	-0.914793249750899	0.360300782730569
f.54.0.0_11007	-0.00264097856423624	0.00500949816315696	-0.527194237470667	0.598059029970285
f.54.0.0_11008	-0.000352049801105671	0.00510417908025493	-0.0689728545120105	0.945011264723291
f.54.0.0_11009	-0.00178407476665791	0.00503541988920891	-0.354305064108208	0.723110477399081
f.54.0.0_11010	0.00279362216107302	0.00497277788456443	0.561783016640348	0.574264209179861
f.54.0.0_11011	-0.00321943544666238	0.00484731939222583	-0.664168210542457	0.506583076216176
f.54.0.0_11012	0.00874869591606999	0.0052770363822646	1.65788053792336	0.097342439375588
f.54.0.0_11013	0.00315121251781356	0.00494162993228747	0.637686868703838	0.523677934620712
f.54.0.0_11014	0.00835383834362432	0.00466929775514568	1.78909951382265	0.0735996182964002
f.54.0.0_11016	0.00796646584561414	0.00479782652446283	1.66043224051459	0.0968283865711063
f.54.0.0_11017	0.0114758596018568	0.00488955317315167	2.34701601464737	0.0189249720965436
f.54.0.0_11018	0.000397775041469802	0.00473492499742033	0.0840087312230959	0.933049535811273
f.54.0.0_11020	0.00580590044746918	0.00469396129670846	1.23688715787675	0.216129773130963
f.54.0.0_11021	0.0126782776543197	0.00467989608874398	2.70909383753484	0.00674703976370185
ageIndicator	-0.00323346849748836	0.000150843661108275	-21.4358924580024	7.1481255464163e-102
ageBin	0.00440823241652833	0.000921406865130012	4.78424090741533	1.71701539729875e-06
BatchBatch_b002	-0.00142778859206032	0.00420935876358293	-0.339193846913874	0.734463899149478
BatchBatch_b003	-0.00411380678245572	0.00419257882811427	-0.981211552868052	0.32648907773389
BatchBatch_b004	-0.00386475037587716	0.0041859945297341	-0.923257388041224	0.355873698070389
BatchBatch_b005	-0.00820768051339226	0.00419703293005946	-1.95559116408362	0.0505140954584441
BatchBatch_b006	-0.00483088054858768	0.00419805856077085	-1.15074158177075	0.249839317235131
BatchBatch_b007	-0.00799884174723177	0.00421716887855689	-1.89673261317649	0.057864024772203
BatchBatch_b008	-0.00266839198494265	0.00416261795354543	-0.641036966332666	0.521499067876697
BatchBatch_b009	0.00313989866538405	0.00421178846447947	0.745502460977017	0.455968503414658
BatchBatch_b010	-0.00503545581017141	0.00422198272250977	-1.19267560791392	0.232997216416188
BatchBatch_b011	-0.00654988072380842	0.00417321923344772	-1.56950314790848	0.116531612273546
BatchBatch_b012	-0.00516808233908906	0.0041868391525683	-1.23436371705821	0.217068196454249
BatchBatch_b013	-0.00904680451151017	0.00419188209985211	-2.15817246191856	0.0309150747574918
BatchBatch_b014	-0.00653176090799161	0.00416494145661625	-1.56827196156996	0.116818542260806
BatchBatch_b015	0.00252956488387035	0.00418662732265226	0.604201111998633	0.545710316770809
BatchBatch_b016	-0.000493307198909508	0.00425816298210804	-0.115849769250798	0.907771669521818
BatchBatch_b017	-0.00335922323177783	0.00423248234267187	-0.793676844888435	0.427384098868794
