l_bin	u_bin	mean	std_err	l_err	u_err	mean_str	PRS_type
0	0.01	0.095369588829666	0.0110126691452884	0.0843569196843776	0.106382257974954	0.095 (0.084-0.106)	female
0.01	0.05	0.0721836209599271	0.00582607456927933	0.0663575463906478	0.0780096955292065	0.072 (0.066-0.078)	female
0.05	0.1	0.0540036820693909	0.00514400935279813	0.0488596727165927	0.059147691422189	0.054 (0.049-0.059)	female
0.1	0.15	0.0465212127366862	0.00503944751101541	0.0414817652256708	0.0515606602477016	0.047 (0.041-0.052)	female
0.15	0.2	0.0354226999505234	0.00526228144327312	0.0301604185072503	0.0406849813937965	0.035 (0.030-0.041)	female
0.2	0.25	0.0352301685675367	0.00533304802055971	0.029897120546977	0.0405632165880964	0.035 (0.030-0.041)	female
0.25	0.3	0.0199961352191101	0.00525301000206591	0.0147431252170442	0.025249145221176	0.020 (0.015-0.025)	female
0.3	0.35	0.0228527969775024	0.00526462729125283	0.0175881696862496	0.0281174242687552	0.023 (0.018-0.028)	female
0.35	0.4	0.00709773278170068	0.00534221825979427	0.0017555145219064	0.0124399510414949	0.007 (0.002-0.012)	female
0.4	0.45	0.00681496102935198	0.00511561398325656	0.00169934704609542	0.0119305750126085	0.007 (0.002-0.012)	female
0.45	0.5	0.0023338766500241	0.00526601802627241	-0.00293214137624831	0.00759989467629651	0.002 (-0.003-0.008)	female
0.5	0.55	-0.00837852012827541	0.00535619753615536	-0.0137347176644308	-0.00302232259212005	-0.008 (-0.014--0.003)	female
0.55	0.6	-0.00313729457591426	0.00532848350554244	-0.0084657780814567	0.00219118892962819	-0.003 (-0.008-0.002)	female
0.6	0.65	-0.00534932958010681	0.00536203110212067	-0.0107113606822275	1.27015220138639e-05	-0.005 (-0.011-0.000)	female
0.65	0.7	-0.0223190348383485	0.00515670684747878	-0.0274757416858273	-0.0171623279908697	-0.022 (-0.027--0.017)	female
0.7	0.75	-0.0187102282196628	0.0053258331144821	-0.0240360613341449	-0.0133843951051807	-0.019 (-0.024--0.013)	female
0.75	0.8	-0.0216834083792626	0.00531604785749309	-0.0269994562367557	-0.0163673605217695	-0.022 (-0.027--0.016)	female
0.8	0.85	-0.0442371964822402	0.0053360031279403	-0.0495731996101805	-0.0389011933542999	-0.044 (-0.050--0.039)	female
0.85	0.9	-0.0464557563365595	0.0052837339915146	-0.0517394903280741	-0.0411720223450449	-0.046 (-0.052--0.041)	female
0.9	0.95	-0.0509578807622659	0.00564262975751016	-0.056600510519776	-0.0453152510047557	-0.051 (-0.057--0.045)	female
0.95	0.99	-0.063711500404321	0.0058725071938187	-0.0695840075981397	-0.0578389932105023	-0.064 (-0.070--0.058)	female
0.99	1	-0.0768307674667963	0.0118241066813502	-0.0886548741481465	-0.065006660785446	-0.077 (-0.089--0.065)	female
